,Country,Population,variable,2000,2010,2016
352,Uganda,24039,"Communicable, maternal, perinatal and nutritional conditions",1327.069,681.4221,468.6298
353,Ukraine,48840,"Communicable, maternal, perinatal and nutritional conditions",64.61331,72.46059,52.92401
354,United Arab Emirates,3155,"Communicable, maternal, perinatal and nutritional conditions",60.98742,46.44147,39.72821
355,United Kingdom,58951,"Communicable, maternal, perinatal and nutritional conditions",56.78932,29.2164,27.79743
356,United Republic of Tanzania,34178,"Communicable, maternal, perinatal and nutritional conditions",1131.028,740.7346,502.9946
357,United States of America,281983,"Communicable, maternal, perinatal and nutritional conditions",36.42436,28.5326,28.25809
358,Uruguay,3321,"Communicable, maternal, perinatal and nutritional conditions",53.20489,49.90965,42.53528
359,Uzbekistan,24849,"Communicable, maternal, perinatal and nutritional conditions",133.2845,81.09176,55.94313
360,Vanuatu,185,"Communicable, maternal, perinatal and nutritional conditions",182.6809,133.5199,111.6232
361,Venezuela (Bolivarian Republic of),24488,"Communicable, maternal, perinatal and nutritional conditions",83.8842,70.30921,69.22971
362,Viet Nam,80286,"Communicable, maternal, perinatal and nutritional conditions",120.3437,83.40134,65.86904
363,Yemen,17875,"Communicable, maternal, perinatal and nutritional conditions",321.8428,198.6126,172.3751
364,Zambia,10531,"Communicable, maternal, perinatal and nutritional conditions",1607.251,770.4183,555.8522
365,Zimbabwe,12222,"Communicable, maternal, perinatal and nutritional conditions",1680.213,1043.226,559.7535
366,Afghanistan,20094,Infectious and parasitic diseases,315.0906,177.0181,118.898
367,Albania,3122,Infectious and parasitic diseases,8.43844,4.951194,4.420543
368,Algeria,31184,Infectious and parasitic diseases,37.6914,22.10954,17.60994
369,Angola,16441,Infectious and parasitic diseases,707.6833,441.3142,362.8709
370,Antigua and Barbuda,84,Infectious and parasitic diseases,34.33326,30.37699,30.31673
371,Argentina,37057,Infectious and parasitic diseases,34.13509,29.33832,24.7476
372,Armenia,3070,Infectious and parasitic diseases,12.49579,15.12328,7.753088
373,Australia,19066,Infectious and parasitic diseases,5.643552,5.052891,5.231528
374,Austria,8069,Infectious and parasitic diseases,3.137063,2.843511,3.647847
375,Azerbaijan,8123,Infectious and parasitic diseases,54.39489,20.19698,15.48226
376,Bahamas,298,Infectious and parasitic diseases,103.9791,55.40628,64.74538
377,Bahrain,665,Infectious and parasitic diseases,17.57952,8.773929,6.516625
378,Bangladesh,131581,Infectious and parasitic diseases,232.195,145.8139,101.228
379,Barbados,270,Infectious and parasitic diseases,28.02393,23.53679,27.4069
380,Belarus,9934,Infectious and parasitic diseases,11.97699,18.05759,17.26214
381,Belgium,10282,Infectious and parasitic diseases,8.550761,7.890516,7.417279
382,Belize,247,Infectious and parasitic diseases,25.26208,47.83966,64.07616
383,Benin,6866,Infectious and parasitic diseases,405.6523,288.4646,246.2969
384,Bhutan,573,Infectious and parasitic diseases,171.7231,95.19597,73.70978
385,Bolivia (Plurinational State of),8340,Infectious and parasitic diseases,98.59803,56.61031,40.49077
386,Bosnia and Herzegovina,3767,Infectious and parasitic diseases,7.014852,5.207486,3.821748
387,Botswana,1728,Infectious and parasitic diseases,1279.803,434.4875,268.6636
388,Brazil,175288,Infectious and parasitic diseases,45.60508,30.66561,27.4343
389,Brunei Darussalam,333,Infectious and parasitic diseases,22.56278,13.44628,14.37082
390,Bulgaria,7998,Infectious and parasitic diseases,8.450149,6.372897,5.156868
391,Burkina Faso,11608,Infectious and parasitic diseases,736.6723,435.0893,321.009
392,Burundi,6401,Infectious and parasitic diseases,599.2113,410.2085,310.5459
393,Cambodia,12152,Infectious and parasitic diseases,361.917,133.8641,89.50885
394,Cameroon,15274,Infectious and parasitic diseases,654.4264,465.4913,392.4711
395,Canada,30736,Infectious and parasitic diseases,7.063373,7.594271,7.118048
396,Cape Verde,435,Infectious and parasitic diseases,96.30269,60.43935,40.42262
397,Central African Republic,3755,Infectious and parasitic diseases,1126.137,787.991,634.7051
398,Chad,8343,Infectious and parasitic diseases,610.1747,455.3457,395.3471
399,Chile,15263,Infectious and parasitic diseases,15.26311,11.11968,13.03836
400,China,1290291,Infectious and parasitic diseases,21.93679,11.61824,8.024947
401,Colombia,40404,Infectious and parasitic diseases,27.4949,22.42352,20.93984
402,Comoros,542,Infectious and parasitic diseases,263.7722,232.5826,185.3374
403,Congo,3226,Infectious and parasitic diseases,629.0371,400.0577,359.4
404,Costa Rica,3925,Infectious and parasitic diseases,14.41089,10.75964,9.848752
405,Côte d'Ivoire,16687,Infectious and parasitic diseases,847.7199,508.6527,393.5724
406,Croatia,4428,Infectious and parasitic diseases,8.398716,4.35729,4.645321
407,Cuba,11151,Infectious and parasitic diseases,7.390935,6.383604,7.443069
408,Cyprus,943,Infectious and parasitic diseases,5.471382,5.932094,8.816037
409,Czechia,10290,Infectious and parasitic diseases,2.435339,4.754005,7.644447
410,Democratic People's Republic of Korea,22929,Infectious and parasitic diseases,203.8486,92.65086,45.86311
411,Democratic Republic of the Congo,47076,Infectious and parasitic diseases,650.9754,460.9472,364.7764
412,Denmark,5341,Infectious and parasitic diseases,4.3729,7.793717,6.723353
413,Djibouti,718,Infectious and parasitic diseases,415.1449,324.882,230.6972
414,Dominican Republic,8563,Infectious and parasitic diseases,105.7377,71.40447,40.82774
415,Ecuador,12629,Infectious and parasitic diseases,40.41599,26.20794,20.14447
416,Egypt,69906,Infectious and parasitic diseases,32.52319,16.6541,12.61589
417,El Salvador,5868,Infectious and parasitic diseases,44.88978,23.77062,22.53236
418,Equatorial Guinea,614,Infectious and parasitic diseases,433.4311,332.2237,292.0379
419,Eritrea,3393,Infectious and parasitic diseases,399.0293,258.5358,200.8924
420,Estonia,1399,Infectious and parasitic diseases,10.70694,7.635058,7.218829
421,Ethiopia,66537,Infectious and parasitic diseases,688.4669,320.5922,218.9383
422,Fiji,811,Infectious and parasitic diseases,42.55227,38.59202,36.05274
423,Finland,5188,Infectious and parasitic diseases,4.654452,3.510214,2.303414
424,France,59608,Infectious and parasitic diseases,9.10968,6.865757,5.751226
425,Gabon,1231,Infectious and parasitic diseases,525.2987,448.8548,299.5431
426,Gambia,1232,Infectious and parasitic diseases,359.5172,335.3405,290.8711
427,Georgia,4722,Infectious and parasitic diseases,16.79971,13.31178,14.70821
428,Germany,81488,Infectious and parasitic diseases,6.196008,6.864001,7.90066
429,Ghana,18939,Infectious and parasitic diseases,565.1529,361.6722,263.466
430,Greece,11142,Infectious and parasitic diseases,3.035399,4.188441,12.01411
431,Grenada,102,Infectious and parasitic diseases,31.36061,19.26294,13.78836
432,Guatemala,11651,Infectious and parasitic diseases,75.11079,45.62281,41.89103
433,Guinea,8809,Infectious and parasitic diseases,654.7333,391.4635,331.6609
434,Guinea-Bissau,1243,Infectious and parasitic diseases,524.0309,519.7994,470.2909
435,Guyana,753,Infectious and parasitic diseases,101.4101,98.1678,96.35049
436,Haiti,8549,Infectious and parasitic diseases,313.9881,171.6061,125.1276
437,Honduras,6524,Infectious and parasitic diseases,93.67799,47.68888,35.04556
438,Hungary,10221,Infectious and parasitic diseases,5.463693,3.724076,4.024771
439,Iceland,280,Infectious and parasitic diseases,4.900525,2.528989,2.628245
440,India,1053051,Infectious and parasitic diseases,229.8046,151.6079,108.1979
441,Indonesia,211540,Infectious and parasitic diseases,204.8838,148.2455,124.9886
442,Iran (Islamic Republic of),66132,Infectious and parasitic diseases,19.18558,13.65102,12.503
443,Iraq,23565,Infectious and parasitic diseases,34.31848,23.37702,18.787
444,Ireland,3849,Infectious and parasitic diseases,5.444668,3.790197,3.322509
445,Israel,6014,Infectious and parasitic diseases,10.14618,8.851872,11.73316
446,Italy,57294,Infectious and parasitic diseases,5.335613,5.195127,7.564337
447,Jamaica,2657,Infectious and parasitic diseases,69.32439,45.9295,37.97964
448,Japan,127534,Infectious and parasitic diseases,6.611901,5.585175,4.691127
449,Jordan,5103,Infectious and parasitic diseases,10.96936,6.903417,5.365322
450,Kazakhstan,15057,Infectious and parasitic diseases,51.32995,21.65108,8.623645
451,Kenya,31450,Infectious and parasitic diseases,980.5576,571.0765,399.0578
452,Kiribati,84,Infectious and parasitic diseases,170.7579,134.5853,114.9822
453,Kuwait,2051,Infectious and parasitic diseases,19.97477,20.90222,31.19841
454,Kyrgyzstan,4921,Infectious and parasitic diseases,47.96273,22.00089,16.95994
455,Lao People's Democratic Republic,5329,Infectious and parasitic diseases,353.7349,185.5888,127.3573
456,Latvia,2384,Infectious and parasitic diseases,15.04765,9.340114,11.31691
457,Lebanon,3235,Infectious and parasitic diseases,12.03391,8.026821,7.00197
458,Lesotho,1869,Infectious and parasitic diseases,875.0049,769.6071,765.1911
459,Liberia,2885,Infectious and parasitic diseases,816.2994,492.1388,403.679
460,Libya,5356,Infectious and parasitic diseases,25.30984,16.21394,21.85925
461,Lithuania,3502,Infectious and parasitic diseases,12.98278,11.45041,15.06027
462,Luxembourg,436,Infectious and parasitic diseases,5.11055,7.837883,4.768749
463,Madagascar,15767,Infectious and parasitic diseases,327.3984,225.6671,203.0777
464,Malawi,11376,Infectious and parasitic diseases,1127.536,653.4721,379.4915
465,Malaysia,23186,Infectious and parasitic diseases,61.17641,49.94792,38.70566
466,Maldives,280,Infectious and parasitic diseases,16.99203,12.60569,13.34976
467,Mali,10968,Infectious and parasitic diseases,647.1008,434.9276,380.3362
468,Malta,397,Infectious and parasitic diseases,4.932881,2.294533,3.102165
469,Mauritania,2709,Infectious and parasitic diseases,373.828,295.3963,229.7295
470,Mauritius,1185,Infectious and parasitic diseases,12.92698,20.09658,17.33647
471,Mexico,101720,Infectious and parasitic diseases,25.14536,16.86835,13.76322
472,Micronesia (Federated States of),107,Infectious and parasitic diseases,66.05948,62.71402,51.35008
473,Mongolia,2397,Infectious and parasitic diseases,57.94621,35.0959,29.38019
474,Montenegro,614,Infectious and parasitic diseases,2.634844,1.860806,2.229406
475,Morocco,28850,Infectious and parasitic diseases,53.59669,30.08787,22.25356
476,Mozambique,18068,Infectious and parasitic diseases,750.4447,706.192,540.482
477,Myanmar,46095,Infectious and parasitic diseases,335.2617,185.5427,128.8836
478,Namibia,1899,Infectious and parasitic diseases,639.7181,393.7529,333.8549
479,Nepal,23741,Infectious and parasitic diseases,290.8501,164.7473,117.4672
480,Netherlands,15926,Infectious and parasitic diseases,5.74387,5.059938,6.046442
481,New Zealand,3859,Infectious and parasitic diseases,3.766807,3.370418,3.761143
482,Nicaragua,5027,Infectious and parasitic diseases,46.12217,28.17961,17.40064
483,Niger,11353,Infectious and parasitic diseases,686.2193,411.9079,329.0304
484,Nigeria,122352,Infectious and parasitic diseases,789.8684,604.3762,506.6703
485,Norway,4499,Infectious and parasitic diseases,5.583,7.132752,6.432869
486,Oman,2268,Infectious and parasitic diseases,24.06506,14.44044,12.08048
487,Pakistan,138523,Infectious and parasitic diseases,185.3604,127.368,106.1788
488,Panama,3030,Infectious and parasitic diseases,44.32718,42.50052,36.01824
489,Papua New Guinea,5572,Infectious and parasitic diseases,346.5029,284.3202,182.4434
490,Paraguay,5303,Infectious and parasitic diseases,36.96623,28.82984,29.35813
491,Peru,25915,Infectious and parasitic diseases,68.05144,32.05613,21.93702
492,Philippines,77992,Infectious and parasitic diseases,126.4758,86.45692,72.97409
493,Poland,38551,Infectious and parasitic diseases,5.85727,5.182604,3.314931
494,Portugal,10355,Infectious and parasitic diseases,22.52711,14.2012,10.44287
495,Qatar,592,Infectious and parasitic diseases,8.078678,3.349363,3.5221
496,Republic of Korea,47386,Infectious and parasitic diseases,18.52581,12.42684,10.01914
497,Republic of Moldova,4201,Infectious and parasitic diseases,22.15875,19.79224,12.48964
498,Romania,22128,Infectious and parasitic diseases,14.85421,9.90247,10.51066
499,Russian Federation,146397,Infectious and parasitic diseases,29.11029,28.93237,31.10531
500,Rwanda,8026,Infectious and parasitic diseases,648.9504,239.5522,162.8953
501,Saint Lucia,157,Infectious and parasitic diseases,30.43797,22.17148,21.1788
502,Saint Vincent and the Grenadines,108,Infectious and parasitic diseases,58.42442,46.82695,44.64949
503,Samoa,175,Infectious and parasitic diseases,23.09816,15.57951,12.44
504,Sao Tome and Principe,139,Infectious and parasitic diseases,229.3951,138.1807,84.17543
505,Saudi Arabia,20764,Infectious and parasitic diseases,20.27096,14.02221,11.78382
506,Senegal,9884,Infectious and parasitic diseases,396.7408,228.1699,205.9987
507,Serbia,9488,Infectious and parasitic diseases,8.092805,4.132293,4.645709
508,Seychelles,81,Infectious and parasitic diseases,23.27581,18.84016,16.39589
509,Sierra Leone,4564,Infectious and parasitic diseases,976.8643,622.91,501.7433
510,Singapore,3914,Infectious and parasitic diseases,7.938386,4.582134,3.496847
511,Slovakia,5399,Infectious and parasitic diseases,3.263654,4.854152,4.000081
512,Slovenia,1988,Infectious and parasitic diseases,4.27382,2.433767,3.019212
513,Solomon Islands,413,Infectious and parasitic diseases,106.691,86.86433,65.66605
514,Somalia,9011,Infectious and parasitic diseases,630.5548,441.9982,408.5442
515,South Africa,45728,Infectious and parasitic diseases,429.957,544.904,293.8203
516,South Sudan,6701,Infectious and parasitic diseases,669.5922,579.9122,480.5174
517,Spain,40904,Infectious and parasitic diseases,9.637259,6.323722,5.712542
518,Sri Lanka,18782,Infectious and parasitic diseases,34.09329,21.72567,19.82846
519,Sudan,27251,Infectious and parasitic diseases,215.8934,153.6263,109.6664
520,Suriname,472,Infectious and parasitic diseases,64.24004,50.09985,43.22759
521,Swaziland,1061,Infectious and parasitic diseases,980.8631,847.739,485.4965
522,Sweden,8882,Infectious and parasitic diseases,4.089263,6.111072,5.567964
523,Switzerland,7167,Infectious and parasitic diseases,5.670154,3.930271,3.679128
524,Syrian Arab Republic,16411,Infectious and parasitic diseases,12.58867,8.355538,12.42793
525,Tajikistan,6216,Infectious and parasitic diseases,83.57412,44.8418,34.73514
526,Thailand,62958,Infectious and parasitic diseases,121.7571,56.94146,43.08367
527,The former Yugoslav Republic of Macedonia,2035,Infectious and parasitic diseases,10.22709,3.77223,2.519041
528,Timor-Leste,872,Infectious and parasitic diseases,380.6246,177.1097,233.5026
529,Togo,4970,Infectious and parasitic diseases,510.4481,415.9832,291.9849
530,Tonga,98,Infectious and parasitic diseases,31.97698,25.05958,22.20215
531,Trinidad and Tobago,1268,Infectious and parasitic diseases,61.88791,31.81789,32.72939
532,Tunisia,9699,Infectious and parasitic diseases,19.59987,12.13813,9.9479
533,Turkey,63240,Infectious and parasitic diseases,15.5093,7.719122,5.471756
534,Turkmenistan,4516,Infectious and parasitic diseases,66.96725,48.17295,39.15828
535,Uganda,24039,Infectious and parasitic diseases,1045.129,476.9616,296.0232
536,Ukraine,48840,Infectious and parasitic diseases,33.99436,50.9459,36.48863
537,United Arab Emirates,3155,Infectious and parasitic diseases,20.39721,13.89697,10.16715
538,United Kingdom,58951,Infectious and parasitic diseases,4.965298,4.757151,4.604262
539,United Republic of Tanzania,34178,Infectious and parasitic diseases,830.888,530.1942,325.8028
540,United States of America,281983,Infectious and parasitic diseases,13.24384,11.11071,10.52106
541,Uruguay,3321,Infectious and parasitic diseases,17.74427,17.94582,15.51127
542,Uzbekistan,24849,Infectious and parasitic diseases,51.95874,24.18944,16.93623
543,Vanuatu,185,Infectious and parasitic diseases,102.246,65.04708,46.86786
544,Venezuela (Bolivarian Republic of),24488,Infectious and parasitic diseases,37.5312,27.16943,26.41155
